[00:06:13.130 --> 00:06:13.610]   impossible
[00:14:38.710 --> 00:14:39.300]   depending
[00:14:39.300 --> 00:14:39.430]   on
[00:14:39.430 --> 00:14:39.620]   how
[00:14:39.620 --> 00:14:39.940]   much
[00:14:39.940 --> 00:14:40.310]   mass
[00:14:40.310 --> 00:14:40.580]   you
[00:14:40.580 --> 00:14:40.850]  're
[00:14:40.850 --> 00:14:41.710]   carrying
[00:14:41.710 --> 00:14:41.860]   and
[00:14:41.860 --> 00:14:42.230]   then
[00:14:42.230 --> 00:14:42.590]   and
[00:14:42.590 --> 00:14:43.200]   reserve
[00:14:43.200 --> 00:14:43.420]   your
[00:14:43.420 --> 00:14:43.450]
[00:14:43.450 --> 00:14:43.860]   chemical
[00:14:43.860 --> 00:14:44.410]   propulsion
[00:14:44.410 --> 00:14:44.520]   so
[00:14:44.520 --> 00:14:44.770]   that
[00:14:44.770 --> 00:14:44.900]   you
[00:14:44.900 --> 00:14:45.060]   can
[00:14:45.060 --> 00:14:45.390]   change
[00:14:45.390 --> 00:14:45.720]   orbits
[00:14:45.720 --> 00:14:46.100]   quickly
[00:14:46.100 --> 00:14:46.210]   in
[00:14:46.210 --> 00:14:46.320]   ge
[00:14:46.320 --> 00:14:46.430]  os
[00:14:46.430 --> 00:14:46.830]  ynchron
[00:14:46.830 --> 00:14:47.040]  ous
[00:14:47.040 --> 00:14:47.360]   orbit
[00:14:47.360 --> 00:14:48.790]   or
[00:14:48.790 --> 00:14:48.890]   you
[00:14:48.890 --> 00:14:49.020]   can
[00:14:49.020 --> 00:14:49.400]   use
[00:14:49.400 --> 00:14:49.640]   the
[00:14:49.640 --> 00:14:50.060]   chemical
[00:14:50.060 --> 00:14:50.580]   propulsion
[00:14:50.580 --> 00:14:50.810]   first
[00:14:50.810 --> 00:14:50.910]   to
[00:14:50.910 --> 00:14:51.270]   quickly
[00:14:51.270 --> 00:14:51.420]   get
[00:14:51.420 --> 00:14:51.520]   up
[00:14:51.520 --> 00:14:51.630]   to
[00:14:51.630 --> 00:14:51.720]   ge
[00:14:51.720 --> 00:14:51.830]  os
[00:14:51.830 --> 00:14:52.180]  ynchron
[00:14:52.180 --> 00:14:52.330]  ous
[00:14:52.330 --> 00:14:52.480]   and
[00:14:52.480 --> 00:14:52.680]   then
[00:14:52.680 --> 00:14:52.830]   use
[00:14:52.830 --> 00:14:53.030]   your
[00:14:53.030 --> 00:14:53.640]   electrical
[00:14:53.640 --> 00:14:54.460]   propulsion
[00:14:54.460 --> 00:14:54.620]   to
[00:14:54.620 --> 00:14:55.110]   slowly
[00:14:55.110 --> 00:14:55.600]   change
[00:14:55.600 --> 00:14:55.920]   your
[00:14:55.920 --> 00:14:56.070]   ge
[00:14:56.070 --> 00:14:56.230]  os
[00:14:56.230 --> 00:14:56.810]  ynchron
[00:14:56.810 --> 00:14:57.170]  ous
[00:14:57.170 --> 00:14:57.460]   orbit
[00:14:57.460 --> 00:14:57.780]   blue
[00:14:57.780 --> 00:14:58.100]   ring
[00:14:58.100 --> 00:14:58.340]   has
[00:14:58.340 --> 00:14:58.420]   a
[00:14:58.420 --> 00:14:58.910]   couple
[00:14:58.910 --> 00:14:59.060]   of
[00:14:59.060 --> 00:15:00.060]   interesting
[00:15:00.060 --> 00:15:00.910]   features
[00:15:00.910 --> 00:15:01.120]   it
[00:15:01.120 --> 00:15:01.330]  's
[00:15:01.330 --> 00:15:01.430]   a
[00:15:01.430 --> 00:15:01.640]   it
[00:15:01.640 --> 00:15:02.490]   provides
[00:15:02.490 --> 00:15:02.590]   a
[00:15:02.590 --> 00:15:02.910]   lot
[00:15:02.910 --> 00:15:03.190]   of
[00:15:03.190 --> 00:15:03.970]   services
[00:15:03.970 --> 00:15:04.180]   to
[00:15:04.180 --> 00:15:04.700]   these
[00:15:04.700 --> 00:15:05.450]   payload
[00:15:05.450 --> 00:15:05.550]  s
[00:15:05.550 --> 00:15:05.760]   so
[00:15:05.760 --> 00:15:06.080]   the
[00:15:06.080 --> 00:15:06.820]   payload
[00:15:06.820 --> 00:15:07.360]   could
[00:15:07.360 --> 00:15:07.560]   be
[00:15:07.560 --> 00:15:07.960]   one
[00:15:07.960 --> 00:15:08.330]   large
[00:15:08.330 --> 00:15:08.840]   payload
[00:15:08.840 --> 00:15:08.990]   or
[00:15:08.990 --> 00:15:09.130]   it
[00:15:09.130 --> 00:15:09.350]   can
[00:15:09.350 --> 00:15:09.490]   be
[00:15:09.490 --> 00:15:09.560]   a
[00:15:09.560 --> 00:15:10.000]   number
[00:15:10.000 --> 00:15:10.140]   of
[00:15:10.140 --> 00:15:10.510]   small
[00:15:10.510 --> 00:15:11.030]   payload
[00:15:11.030 --> 00:15:11.100]  s
[00:15:11.100 --> 00:15:11.320]   and
[00:15:11.320 --> 00:15:11.460]   it
[00:15:11.460 --> 00:15:12.050]   provides
[00:15:12.050 --> 00:15:12.640]   thermal
[00:15:12.640 --> 00:15:13.400]   management
[00:15:13.400 --> 00:15:13.400]
[00:15:13.400 --> 00:15:13.600]   it
[00:15:13.600 --> 00:15:14.410]   provides
[00:15:14.410 --> 00:15:15.190]   electric
[00:15:15.190 --> 00:15:15.720]   power
[00:15:15.720 --> 00:15:15.920]   it
[00:15:15.920 --> 00:15:16.730]   provides
[00:15:16.730 --> 00:15:17.460]   compute
[00:15:17.460 --> 00:15:18.310]   provides
[00:15:18.310 --> 00:15:19.820]   communications
[00:15:19.820 --> 00:15:20.510]   and
[00:15:20.510 --> 00:15:20.980]   so
[00:15:20.980 --> 00:15:21.270]   when
[00:15:21.270 --> 00:15:21.490]   you
[00:15:21.490 --> 00:15:21.940]   design
[00:15:21.940 --> 00:15:22.030]   a
[00:15:22.030 --> 00:15:22.650]   payload
[00:15:22.650 --> 00:15:22.910]   for
[00:15:22.910 --> 00:15:23.260]   blue
[00:15:23.260 --> 00:15:23.610]   ring
[00:15:23.610 --> 00:15:23.870]   you
[00:15:23.870 --> 00:15:24.130]   don
[00:15:24.130 --> 00:15:24.300]  't
[00:15:24.300 --> 00:15:24.650]   have
[00:15:24.650 --> 00:15:24.820]   it
[00:15:24.820 --> 00:15:25.080]   you
[00:15:25.080 --> 00:15:25.340]   don
[00:15:25.340 --> 00:15:25.510]  't
[00:15:25.510 --> 00:15:25.860]   have
[00:15:25.860 --> 00:15:26.030]   to
[00:15:26.030 --> 00:15:26.560]   figure
[00:15:26.560 --> 00:15:26.820]   out
[00:15:26.820 --> 00:15:27.140]   all
[00:15:27.140 --> 00:15:27.250]   of
[00:15:27.250 --> 00:15:27.680]   those
[00:15:27.680 --> 00:15:28.380]   things
[00:15:28.380 --> 00:15:28.560]   on
[00:15:28.560 --> 00:15:28.920]   your
[00:15:28.920 --> 00:15:29.190]   own
[00:15:29.190 --> 00:15:29.370]   so
[00:15:29.370 --> 00:15:29.730]   kind
[00:15:29.730 --> 00:15:29.910]   of
[00:15:29.910 --> 00:15:30.720]   radiation
[00:15:30.720 --> 00:15:31.440]   tolerant
[00:15:31.440 --> 00:15:32.070]   compute
[00:15:32.070 --> 00:15:32.250]   is
[00:15:32.250 --> 00:15:32.340]   a
[00:15:32.340 --> 00:15:33.320]   complicated
[00:15:33.320 --> 00:15:33.770]   thing
[00:15:33.770 --> 00:15:33.950]   to
[00:15:33.950 --> 00:15:34.130]   do
[00:15:34.130 --> 00:15:34.400]   and
[00:15:34.400 --> 00:15:34.580]   so
[00:15:34.580 --> 00:15:34.760]   we
[00:15:34.760 --> 00:15:35.100]   have
[00:15:35.100 --> 00:15:35.980]   an
[00:15:35.980 --> 00:15:36.280]   unus
[00:15:36.280 --> 00:15:36.650]  ually
[00:15:36.650 --> 00:15:37.040]   large
[00:15:37.040 --> 00:15:37.500]   amount
[00:15:37.500 --> 00:15:37.650]   of
[00:15:37.650 --> 00:15:38.340]   radiation
[00:15:38.340 --> 00:15:38.950]   tolerant
[00:15:38.950 --> 00:15:39.480]   compute
[00:15:39.480 --> 00:15:39.630]   on
[00:15:39.630 --> 00:15:40.010]   board
[00:15:40.010 --> 00:15:40.310]   blue
[00:15:40.310 --> 00:15:40.610]   ring
[00:15:40.610 --> 00:15:40.840]   and
[00:15:40.840 --> 00:15:41.070]   you
[00:15:41.070 --> 00:15:41.300]   can
[00:15:41.300 --> 00:15:41.660]   your
[00:15:41.660 --> 00:15:42.160]   payload
[00:15:42.160 --> 00:15:42.370]   can
[00:15:42.370 --> 00:15:42.650]   just
[00:15:42.650 --> 00:15:42.850]   use
[00:15:42.850 --> 00:15:43.140]   that
[00:15:43.140 --> 00:15:43.380]   one
[00:15:43.380 --> 00:15:43.380]   you
[00:15:43.380 --> 00:15:43.380]   can
[00:15:43.380 --> 00:15:43.380]   just
[00:15:43.380 --> 00:15:43.380]   use
[00:15:43.380 --> 00:15:43.380]   that
[00:15:43.380 --> 00:15:43.380]   one
[00:15:43.380 --> 00:15:43.380]   and
[00:15:43.380 --> 00:15:43.380]   you
[00:15:43.380 --> 00:15:43.380]   can
[00:15:43.380 --> 00:15:43.380]   just
[00:15:43.380 --> 00:15:43.380]   use
[00:15:43.380 --> 00:15:43.380]   that
[00:15:43.380 --> 00:15:43.380]   one

